Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
pure-fix-head-tube-badge,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pure_fix_badge_web_3.jpeg?v=1438625896,,,,,,,,,,,,,,,,,,,
pure-fix-head-tube-badge,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pure_fix_badge_web_1.jpeg?v=1438625896,,,,,,,,,,,,,,,,,,,
pure-fix-chunk-platform-pedals,Pure Fix Platform Pedals,Pure Fix Cycles,Pedals,"Alloy, Black, Blue, Parts, Pedals, Pedals and Straps, Platform Pedals, White, Yellow",TRUE,Color,Blue,,,,,Pedals - Platform - Blue,544,shopify,40,deny,manual,22,,TRUE,TRUE,'741360637443,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_DarkBlue_3RD_WEB.jpeg?v=1438625889,Blue,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_DarkBlue_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Alloy,,,,,Pedals - Platform - Silver,544,shopify,88,deny,manual,22,,TRUE,TRUE,'741360638891,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_White_3RD_WEB.jpeg?v=1438625889,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Platform-Pedals_Pure-Fix_Chrome_Front_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,White,,,,,Pedals - Platform - White,544,shopify,75,deny,manual,22,,TRUE,TRUE,'741360637474,https://cdn.shopify.com/s/files/1/0923/8062/products/Platform-Pedals_Pure-Fix_Chrome_Front_WEB.jpeg?v=1438625889,Alloy,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_White_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Yellow,,,,,Pedals - Platform - Yellow,544,shopify,0,deny,manual,22,,TRUE,TRUE,'712392689397,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Yellow_3RD_WEB.jpeg?v=1438625889,Yellow,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Yellow_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Black,,,,,Pedals - Platform - Black,544,shopify,177,deny,manual,22,,TRUE,TRUE,'741360637726,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Black_3RD_WEB.jpeg?v=1438625889,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Black_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Green,,,,,Pedals - Platform - Green,544,shopify,43,deny,manual,22,,TRUE,TRUE,'741360637450,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Green_3RD_WEB.jpeg?v=1438625889,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Green_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Red,,,,,Pedals - Platform - Red,544,shopify,28,deny,manual,22,,TRUE,TRUE,'741360637467,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Red_3RD_WEB.jpeg?v=1438625889,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Red_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Orange,,,,,Pedals - Platform - Orange,544,shopify,44,deny,manual,22,,TRUE,TRUE,'712392688888,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Orange_3RD_WEB.jpeg?v=1438625889,Orange,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Orange_3RD_WEB.jpeg?v=1438625889,lb
pure-fix-chunk-platform-pedals,,,,,,,Purple,,,,,Pedals - Platform - Purple,544,shopify,0,deny,manual,22,,TRUE,TRUE,'712392689403,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Purple_3RD_WEB.jpeg?v=1438625889,Purple,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PFPlatformPedals_Purple_3RD_WEB.jpeg?v=1438625889,lb
nightlight,Pure Fix Nightlights,Pure Fix Cycles,Light,"Accessories, Black, Blue, Essential, Essentials, Fixie Light, Green, Light, Lights, Pure Fix Cycles, Red, Safety Gear, White",TRUE,Color,Black,,,,,Nightlight - Black,136,shopify,100,deny,manual,14,,TRUE,TRUE,'30955168913,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Black_3RD_WEB.jpeg?v=1438625876,Black,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Black_3RD_WEB.jpeg?v=1438625876,lb
nightlight,,,,,,,White,,,,,Nightlight - White,136,shopify,201,deny,manual,14,,TRUE,TRUE,'30955168920,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_White_3RD_WEB.jpeg?v=1438625876,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_White_3RD_WEB.jpeg?v=1438625876,lb
nightlight,,,,,,,Green,,,,,Nightlight - Green,136,shopify,348,deny,manual,14,,TRUE,TRUE,'30955168937,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Green_3RD_WEB.jpeg?v=1438625876,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Green_3RD_WEB.jpeg?v=1438625876,lb
nightlight,,,,,,,Blue,,,,,Nightlight - Blue,136,shopify,545,deny,manual,14,,TRUE,TRUE,'30955168944,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Blue_3RD_WEB.jpeg?v=1438625876,Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Blue_3RD_WEB.jpeg?v=1438625876,lb
nightlight,,,,,,,Red,,,,,Nightlight - Red,136,shopify,366,deny,manual,14,,TRUE,TRUE,'30955168951,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Red_3RD_WEB.jpeg?v=1438625876,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Nightlight_Red_3RD_WEB.jpeg?v=1438625876,lb
nightlight,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/juliet_light_1.jpeg?v=1438625876,Green,,,,,,,,,,,,,,,,,,
nightlight,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/juliet-light-3.jpeg?v=1438625876,,,,,,,,,,,,,,,,,,,
pure-fix-pedals-with-cages,Pure Fix Pedals with Cages,Pure Fix Cycles,Pedals,"Black, Parts, Pedals, Pedals and Straps, Pedals with Cages, Pro, Pro Series, Straps",FALSE,Color,Black,,,,,Pedals - Cages - Black,454,shopify,21,deny,manual,22,,TRUE,TRUE,'741360639171,https://cdn.shopify.com/s/files/1/0923/8062/products/pedals_1.jpeg?v=1438625869,,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-pivotal-saddle,Pure Fix Pivotal Saddle,Pure Fix Cycles,Saddle,"Black, FGFS, FGFS Accessories, FGFS Series, Grey, Parts, Red, Saddle, Saddles, Saddles and Seatposts, Seat, White",TRUE,Color,Red,,,,,Saddle - Pivotal FGFS - Red,363,shopify,7,deny,manual,10,25,TRUE,TRUE,'741360637955,https://cdn.shopify.com/s/files/1/0923/8062/products/all_saddles_1201.jpeg?v=1438625865,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Red.jpeg?v=1438625865,lb
pure-fix-pivotal-saddle,,,,,,,Black,,,,,Saddle - Pivotal FGFS - Black,363,shopify,0,deny,manual,10,25,TRUE,TRUE,'741360636989,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Red.jpeg?v=1438625865,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Black.jpeg?v=1438625865,lb
pure-fix-pivotal-saddle,,,,,,,White,,,,,Saddle - Pivotal FGFS - White,363,shopify,1,deny,manual,10,25,TRUE,TRUE,'741360637948,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Black.jpeg?v=1438625865,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_White.jpeg?v=1438625865,lb
pure-fix-pivotal-saddle,,,,,,,Grey,,,,,Saddle - Pivotal FGFS - Grey,363,shopify,32,deny,manual,10,25,TRUE,TRUE,'741360638068,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_White.jpeg?v=1438625865,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Grey.jpeg?v=1438625865,lb
pure-fix-pivotal-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pivotal_saddle_Grey.jpeg?v=1438625865,Grey,,,,,,,,,,,,,,,,,,
pure-fix-pro-footstrap,Pure Fix Pro Footstrap,Pure Fix Cycles,Foot Straps,"Accessories, Black, Essential, Essentials, Footstrap, Green, Light Blue, Orange, Pedals and Straps, Pink, Pro, Pro Series, Purple, Red, Straps, White, Yellow",TRUE,Color,Black,,,,,Footstraps - Black,91,shopify,1673,deny,manual,20,,TRUE,TRUE,'741360638532,https://cdn.shopify.com/s/files/1/0923/8062/products/PFC_85.jpeg?v=1438625854,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Black.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Green,,,,,Footstraps - Green,91,shopify,50,deny,manual,20,,TRUE,TRUE,'741360639409,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Black.jpeg?v=1438625854,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Green.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Light Blue,,,,,Footstraps - Light Blue,91,shopify,10,deny,manual,20,,TRUE,TRUE,'741360639416,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Green.jpeg?v=1438625854,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Blue.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Orange,,,,,Footstraps - Orange,91,shopify,48,deny,manual,20,,TRUE,TRUE,'741360639386,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Blue.jpeg?v=1438625854,Light Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Orange.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Pink,,,,,Footstraps - Pink,91,shopify,63,deny,manual,20,,TRUE,TRUE,'741360639430,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Orange.jpeg?v=1438625854,Orange,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pink-footstraps_02_WEB_1.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Purple,,,,,Footstraps - Purple,91,shopify,60,deny,manual,20,,TRUE,TRUE,'741360639423,https://cdn.shopify.com/s/files/1/0923/8062/products/pink-footstraps_02_WEB_1.jpeg?v=1438625854,Pink,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/purple-footstraps_02_WEB.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,Red,,,,,Footstraps - Red,91,shopify,42,deny,manual,20,,TRUE,TRUE,'741360639379,https://cdn.shopify.com/s/files/1/0923/8062/products/purple-footstraps_02_WEB.jpeg?v=1438625854,Purple,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Red.jpeg?v=1438625854,lb
pure-fix-pro-footstrap,,,,,,,White,,,,,Footstraps - White,91,shopify,640,deny,manual,20,,TRUE,TRUE,'741360639362,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Red.jpeg?v=1438625854,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_White.jpeg?v=1438625855,lb
pure-fix-pro-footstrap,,,,,,,Yellow,,,,,Footstraps - Yellow,91,shopify,150,deny,manual,20,,TRUE,TRUE,'741360639393,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_White.jpeg?v=1438625855,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Yellow.jpeg?v=1438625855,lb
pure-fix-pro-footstrap,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/footstraps_Yellow.jpeg?v=1438625855,Yellow,,,,,,,,,,,,,,,,,,
pure-fix-race-jersey,Pure Fix Race Jersey,Pure Fix Cycles,Apparel,"Accessories, Apparel, Blue, Jersey, Navy, Racing, Red, Shirt",TRUE,Color,Blue,Size,S,,,Jersey - Navy - S,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Blue-Jersey-Front.jpeg?v=1438625842,Blue,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Blue,,M,,,Jersey - Navy - M,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Blue-Jersey-Back.jpeg?v=1438625842,Blue,,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Blue,,L,,,Jersey - Navy - L,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Blue-Jersey-Side.jpeg?v=1438625842,Blue,,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Red,,S,,,Jersey - Red - S,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Red-Jersey-Front.jpeg?v=1438625842,Red,,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Red,,M,,,Jersey - Red - M,45,shopify,-1,deny,manual,59,79,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Red-Jersey-Back.jpeg?v=1438625842,Red,,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Red,,L,,,Jersey - Red - L,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-race-jersey,,,,,,,Red,,XL,,,Jersey - Red - XL,45,shopify,0,deny,manual,59,79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-riser-bars,Pure Fix Riser Bars,Pure Fix Cycles,Handlebars,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Gold, Handle Bars, Handlebars, Parts, White",TRUE,Color,Silver,,,,,Handlebar - Riser 25.4 - Silver,454,shopify,110,deny,manual,18,,TRUE,TRUE,'741360639133,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Gold.jpeg?v=1438625835,Gold,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Alloy.jpeg?v=1438625835,lb
pure-fix-riser-bars,,,,,,,Black,,,,,Handlebar - Riser 25.4 - Black,454,shopify,10,deny,manual,18,,TRUE,TRUE,'741360639140,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Alloy.jpeg?v=1438625835,Alloy,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Black.jpeg?v=1438625835,lb
pure-fix-riser-bars,,,,,,,Gold,,,,,Handlebar - Riser 25.4 - Gold,454,shopify,45,deny,manual,18,,TRUE,TRUE,'741360639126,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Black.jpeg?v=1438625835,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_Gold.jpeg?v=1438625835,lb
pure-fix-riser-bars,,,,,,,White,,,,,Handlebar - Riser 25.4 - White,454,shopify,1,deny,manual,18,,TRUE,TRUE,'741360637825,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_White.jpeg?v=1438625835,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Riser_White.jpeg?v=1438625835,lb
pure-fix-riser-bars,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/SMT_2739_edit_1201.jpeg?v=1438625835,,,,,,,,,,,,,,,,,,,
pure-fix-sticker-pack,Pure Fix Sticker Pack,Pure Fix Cycles,Stickers,"Accessories, Stickers",TRUE,Style,Standard Sticker Pack,,,,,Pure Fix Sticker Pack,45,shopify,453,deny,manual,0.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/stickersweb_1.jpeg?v=1438625830,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/stickersweb_1.jpeg?v=1438625830,lb
pure-fix-tribal-tee,Pure Fix Tribal Tee,Pure Fix Cycles,Apparel,"Black, Clothes, Concrete, Grey, Mint, Shirt, Shirts, White",FALSE,Size,S,Color,Black,,,Pure Fix Tribal Tee - Black - S,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/gray_shirt_black_wing_3.jpeg?v=1438625828,,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,M,,Black,,,Pure Fix Tribal Tee - Black - M,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/white_shirt_black_wing_3.jpeg?v=1438625828,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,L,,Black,,,Pure Fix Tribal Tee - Black - L,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/black_shirt_2_white_wing_3.jpeg?v=1438625828,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,S,,White,,,Pure Fix Tribal Tee - White - S,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/black_shirt_white_wing_3.jpeg?v=1438625828,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,M,,White,,,Pure Fix Tribal Tee - White - M,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/mint_green_shirt_black_wing_3.jpeg?v=1438625828,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,L,,White,,,Pure Fix Tribal Tee - White - L,45,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/black_shirt_whitw_wing_2_closeup_1.jpeg?v=1438625828,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,S,,Grey,,,Pure Fix Tribal Tee - Grey - S,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,M,,Grey,,,Pure Fix Tribal Tee - Grey - M,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,L,,Grey,,,Pure Fix Tribal Tee - Grey - L,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,S,,Mint,,,Pure Fix Tribal Tee - Mint - S,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,M,,Mint,,,Pure Fix Tribal Tee - Mint - M,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,L,,Mint,,,Pure Fix Tribal Tee - Mint - L,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,S,,Dark Grey,,,Pure Fix Tribal Tee - DGrey - S,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,M,,Dark Grey,,,Pure Fix Tribal Tee - DGrey - M,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-tribal-tee,,,,,,,L,,Dark Grey,,,Pure Fix Tribal Tee - DGrey - L,45,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-trucker-hat,Pure Fix Trucker Hat,Pure Fix Cycles,Apparel,"Hat, Hats, Yellow",FALSE,Color,Black,,,,,Hat - Pure Fix Black,45,shopify,-2,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/long-beach-trucker-hat_1.jpeg?v=1438625823,,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-trucker-hat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/hat-logo_1.jpeg?v=1438625823,,,,,,,,,,,,,,,,,,,
pure-fix-urban-saddle,Pure Fix Urban Saddle,Pure Fix Cycles,Saddle,"Black, Parts, Red, Saddle, Saddles, Saddles and Seatposts, Seat, White, Yellow",TRUE,Color,Black,,,,,Saddle - Urban - Black,363,shopify,13,deny,manual,24,20,TRUE,TRUE,'741360639058,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_Black.jpeg?v=1438625820,Black,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_Black.jpeg?v=1438625820,lb
pure-fix-urban-saddle,,,,,,,White,,,,,Saddle - Urban - White,363,shopify,175,deny,manual,24,20,TRUE,TRUE,'741360639065,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_White.jpeg?v=1438625820,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_White.jpeg?v=1438625820,lb
pure-fix-urban-saddle,,,,,,,Yellow,,,,,Saddle - Urban - Yellow,363,shopify,5,deny,manual,24,20,TRUE,TRUE,'741360637665,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_Yellow.jpeg?v=1438625820,Yellow,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Urban_saddle_Yellow.jpeg?v=1438625820,lb
pursuit-bars,Pursuit Bars,Pure Fix Cycles,Handlebars,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Bullhorn, Gold, Handle Bars, Handlebars, Parts, Pursuit, White",TRUE,Color,Alloy,,,,,Handlebar - Pursuit 25.4 - Silv,907,shopify,45,deny,manual,26,,TRUE,TRUE,'741360637986,https://cdn.shopify.com/s/files/1/0923/8062/products/pursuit_bars_Alloy.jpeg?v=1438625814,Alloy,FALSE,,,,,,,,,,,,,,,,,lb
pursuit-bars,,,,,,,Black,,,,,Handlebar - Pursuit 25.4 - Blk,907,shopify,115,deny,manual,26,,TRUE,TRUE,'741360637962,https://cdn.shopify.com/s/files/1/0923/8062/products/pursuit_bars_Gold.jpeg?v=1438625814,Gold,,,,,,,,,,,,,,,,,,lb
pursuit-bars,,,,,,,Gold,,,,,Handlebar - Pursuit 25.4 - Gold,907,shopify,111,deny,manual,26,,TRUE,TRUE,'741360637993,https://cdn.shopify.com/s/files/1/0923/8062/products/pursuit_bars_Black.jpeg?v=1438625814,Black,,,,,,,,,,,,,,,,,,lb
pursuit-bars,,,,,,,White,,,,,Handlebar - Pursuit 25.4 - Whit,907,shopify,153,deny,manual,26,,TRUE,TRUE,'741360637979,https://cdn.shopify.com/s/files/1/0923/8062/products/pursuit_bars_White.jpeg?v=1438625814,White,,,,,,,,,,,,,,,,,,lb
pursuit-bars,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/puruists_all_1.jpeg?v=1438625814,,,,,,,,,,,,,,,,,,,
rema-tip-top-patch-kit,Rema Tip Top Patch Kit,Rema,Tools,"Accessories, Patch Kit, Patch Kits, Safety Gear, Tire, Tools, Tools and Maintenance, Tube, Wheelsets and Accessories",TRUE,Style,TT-01,,,,,Patch Kit - Rema Tip Top,45,shopify,23,deny,manual,2.49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/rema_tt_patch_kit_1.jpeg?v=1438625810,,FALSE,,,,,,,,,,,,,,,,,lb
fixie-seat-post,Seatpost,Pure Fix Cycles,Seatpost,"Alloy, Black, Gold, Parts, Saddles and Seatposts, Seat Post, seatpost, Seatposts and Clamps, White",TRUE,Color,White,,,,,Seat Post - 25.4 - White,363,shopify,31,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/SeatPostsTight.jpeg?v=1438625809,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/SeatPostsTight.jpeg?v=1438625809,lb
fixie-seat-post,,,,,,,Black,,,,,Seat Post - 25.4 - Black,363,shopify,1041,deny,manual,22,,TRUE,TRUE,'741360637528,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/SeatPostsTight.jpeg?v=1438625809,lb
fixie-seat-post,,,,,,,Alloy,,,,,Seat Post - 25.4 - Silver,363,shopify,122,deny,manual,22,,TRUE,TRUE,'741360638150,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/SeatPostsTight.jpeg?v=1438625809,lb
fixie-seat-post,,,,,,,Gold,,,,,Seat Post - 25.4 - Gold,363,shopify,35,deny,manual,22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/SeatPostsTight.jpeg?v=1438625809,lb
